PCAT;PCAT_CL;PCAT_EE;PCAST;PCAST_CL;PCAST_EE;PANG;PANG_CO;PANG_CE;PANG_EE;PCAT_CO;PCAST_CO;GENERE;MES_NAIXEMENT;ANY_NAIXEMENT;AREA_TERRITORIAL;NATURALESA;HÀBITAT
85,2;93,18;72,22;70,4;86,36;44,44;58,75;57,14;62,5;50;88,89;77,78;H;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
94,72;100;94,44;78,13;81,82;77,78;95,42;92,86;95,83;100;77,78;66,67;D;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
88,01;95,45;72,22;76,24;86,36;61,11;34,58;57,14;29,17;0;100;77,78;H;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
77,58;81,82;66,67;81,79;86,36;72,22;95,42;100;95,83;83,33;88,89;88,89;H;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
;;;80,35;81,82;88,89;72,92;78,57;70,83;66,67;;55,56;D;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
89,95;95,45;77,78;88,01;95,45;72,22;80,83;71,43;91,67;66,67;100;100;D;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
67,47;72,73;55,56;64,34;65,91;61,11;57,08;64,29;54,17;50;77,78;66,67;D;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
86,87;93,18;72,22;84,34;90,91;77,78;79,17;92,86;83,33;33,33;100;77,78;D;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
69,42;72,73;61,11;69,97;72,73;72,22;57,5;35,71;75;50;77,78;55,56;D;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
67,15;68,18;61,11;57,1;63,64;38,89;26,25;21,43;37,5;0;77,78;77,78;H;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
48,56;45,45;50;52,55;54,55;38,89;59,17;57,14;58,33;66,67;55,56;77,78;H;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
;;;84,87;88,64;77,78;;;;;;88,89;H;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
89,62;90,91;83,33;91,57;90,91;88,89;90,83;100;91,67;66,67;100;100;D;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
87,95;90,91;83,33;80,13;86,36;72,22;90,42;92,86;95,83;66,67;88,89;77,78;H;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
77,3;81,82;61,11;78,54;68,18;88,89;65,42;78,57;45,83;100;100;88,89;H;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
90,28;100;72,22;83,46;86,36;72,22;92,5;92,86;100;66,67;100;100;D;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
96,11;100;88,89;77,9;86,36;61,11;91,25;100;87,5;83,33;100;88,89;H;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
69,04;63,64;77,78;74,04;63,64;77,78;68,33;78,57;66,67;50;66,67;100;D;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
90,23;95,45;83,33;84,02;86,36;83,33;72,5;85,71;75;33,33;88,89;77,78;H;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
77,7;93,18;55,56;55,1;59,09;44,44;23,33;42,86;16,67;0;77,78;66,67;H;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
98,33;100;100;87,95;90,91;83,33;87,92;78,57;95,83;83,33;88,89;88,89;D;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
78,71;84,09;66,67;67,42;68,18;66,67;83,75;92,86;87,5;50;88,89;66,67;H;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
95,78;95,45;94,44;90,23;95,45;83,33;97,92;100;95,83;100;100;88,89;D;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
96,39;100;94,44;;;;97,5;92,86;100;100;88,89;;H;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
81,46;81,82;77,78;85,08;81,82;83,33;58,33;57,14;66,67;33,33;88,89;100;D;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
79,19;77,27;77,78;83,69;81,82;88,89;74,17;64,29;83,33;66,67;88,89;77,78;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
92,17;95,45;88,89;97,73;95,45;100;100;100;100;100;88,89;100;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
70,93;84,09;44,44;65,43;63,64;72,22;72,08;64,29;79,17;66,67;88,89;55,56;H;6;2008;Consorci d'Educació de Barcelona;Privada;Més de 100000
73,41;81,82;50;70,83;75;66,67;40,83;35,71;41,67;50;100;66,67;H;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,96;86,36;88,89;87,63;86,36;88,89;100;100;100;100;77,78;88,89;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
26,21;9,09;33,33;56,11;50;55,56;38,75;35,71;37,5;50;66,67;77,78;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,75;77,27;88,89;75,25;72,73;77,78;48,75;64,29;37,5;50;100;77,78;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,08;81,82;83,33;79,19;77,27;77,78;89,17;92,86;83,33;100;100;88,89;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
98,86;97,73;100;87,68;90,91;77,78;90,42;85,71;95,83;83,33;100;100;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
94,12;95,45;94,44;87,68;90,91;77,78;100;100;100;100;88,89;100;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,46;81,82;77,78;70,76;68,18;66,67;52,92;57,14;45,83;66,67;88,89;88,89;H;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
76,14;77,27;83,33;59,49;54,55;77,78;80;92,86;75;66,67;55,56;33,33;D;2;2008;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,9;90,91;88,89;90,23;95,45;83,33;97,5;92,86;100;100;88,89;88,89;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
75,53;72,73;83,33;82,02;81,82;88,89;82,08;85,71;79,17;83,33;66,67;66,67;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
68,21;63,64;61,11;55,1;59,09;44,44;32,5;42,86;25;33,33;100;66,67;H;9;2008;Consorci d'Educació de Barcelona;Privada;Més de 100000
68,74;86,36;44,44;80,13;86,36;72,22;95,42;92,86;95,83;100;66,67;77,78;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
90,23;95,45;83,33;78,54;68,18;88,89;90,42;85,71;95,83;83,33;88,89;88,89;H;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
74,97;72,73;72,22;78,81;68,18;94,44;90,42;92,86;95,83;66,67;88,89;77,78;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
73,56;70,45;66,67;71,36;72,73;66,67;76,67;64,29;83,33;83,33;100;77,78;D;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
41,44;54,55;16,67;51,11;50;55,56;50;57,14;50;33,33;55,56;44,44;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,2;93,18;72,22;80,4;86,36;77,78;77,5;85,71;75;66,67;88,89;66,67;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,08;81,82;83,33;79,8;81,82;77,78;77,08;85,71;79,17;50;100;77,78;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
62,7;68,18;38,89;68,03;72,73;66,67;50,42;64,29;45,83;33,33;100;55,56;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
70,4;86,36;44,44;71,09;72,73;61,11;46,67;50;33,33;83,33;77,78;88,89;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,57;86,36;61,11;91,24;86,36;94,44;90,83;100;91,67;66,67;100;100;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
48,06;50;27,78;58,59;72,73;44,44;32,5;28,57;25;66,67;88,89;44,44;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
30,96;36,36;22,22;34,77;29,55;33,33;38,75;57,14;37,5;0;33,33;55,56;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
94,17;100;83,33;89,62;90,91;83,33;97,5;100;100;83,33;100;100;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,52;86,36;66,67;74,65;68,18;77,78;76,67;100;58,33;83,33;100;88,89;D;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
96,39;100;94,44;91,52;86,36;100;100;100;100;100;88,89;88,89;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
60,45;65,91;50;52,55;54,55;38,89;70;57,14;75;83,33;66,67;77,78;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,34;95,45;72,22;77,3;81,82;61,11;62,08;42,86;79,17;50;88,89;100;D;11;2008;Consorci d'Educació de Barcelona;Privada;Més de 100000
78,23;90,91;55,56;76,84;90,91;61,11;44,58;35,71;54,17;33,33;88,89;66,67;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
76,57;90,91;55,56;87,95;90,91;83,33;83,33;78,57;91,67;66,67;77,78;88,89;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,08;77,27;88,89;87,58;81,82;100;92,92;85,71;95,83;100;88,89;77,78;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,74;86,36;77,78;69,52;56,82;88,89;100;100;100;100;88,89;66,67;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,95;95,45;77,78;87,95;90,91;83,33;97,5;92,86;100;100;100;88,89;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,52;86,36;66,67;85,35;81,82;88,89;88,75;92,86;87,5;83,33;100;88,89;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
72,7;68,18;72,22;83,08;77,27;88,89;88,33;85,71;91,67;83,33;88,89;88,89;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,95;95,45;77,78;95,45;90,91;100;92,92;92,86;95,83;83,33;100;100;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
80,53;72,73;83,33;74,65;68,18;77,78;95,42;92,86;95,83;100;100;88,89;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
93,84;95,45;88,89;78,86;72,73;83,33;97,92;100;95,83;100;100;88,89;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,19;77,27;77,78;65,61;54,55;66,67;95,42;100;95,83;83,33;88,89;100;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,73;90,91;72,22;83,08;77,27;88,89;100;100;100;100;100;88,89;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,89;95,45;83,33;81,46;81,82;77,78;97,92;100;95,83;100;100;88,89;H;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,01;90,91;77,78;89,57;86,36;94,44;100;100;100;100;88,89;88,89;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,33;100;66,67;77,3;81,82;61,11;95,42;92,86;95,83;100;100;100;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
76,44;79,55;66,67;81,19;81,82;72,22;77,08;85,71;79,17;50;88,89;100;D;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,16;84,09;88,89;81,79;86,36;72,22;100;100;100;100;100;88,89;H;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,35;86,36;83,33;85,73;90,91;72,22;95,42;92,86;95,83;100;100;100;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
93,84;95,45;88,89;76,52;86,36;66,67;97,5;92,86;100;100;100;66,67;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,06;95,45;66,67;95,45;90,91;100;93,33;92,86;91,67;100;100;100;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
96,59;93,18;100;84,92;93,18;66,67;93,33;92,86;91,67;100;100;100;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,39;95,45;66,67;79,19;77,27;77,78;79,58;78,57;79,17;83,33;88,89;88,89;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
76,97;77,27;66,67;72,37;63,64;77,78;89,17;100;83,33;83,33;100;88,89;D;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
92,22;100;77,78;87,95;90,91;83,33;97,92;100;95,83;100;100;88,89;H;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,87;93,18;72,22;81,19;81,82;72,22;91,67;100;83,33;100;100;100;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,08;77,27;88,89;81,19;81,82;72,22;93,75;100;87,5;100;88,89;100;H;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,96;81,82;94,44;76,09;72,73;94,44;95,42;92,86;95,83;100;100;44,44;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,79;90,91;66,67;82,27;79,55;83,33;97,92;100;95,83;100;100;88,89;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
80,18;90,91;61,11;93,84;95,45;88,89;95,83;100;91,67;100;88,89;100;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
;;;95,45;90,91;100;;;;;;100;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
90,28;100;72,22;76,11;75;72,22;92,92;85,71;95,83;100;100;88,89;H;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,39;95,45;66,67;84,49;79,55;94,44;97,5;92,86;100;100;88,89;77,78;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,26;93,18;66,67;81,14;77,27;83,33;83,75;85,71;87,5;66,67;88,89;88,89;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
92,22;100;77,78;86,01;90,91;77,78;100;100;100;100;100;88,89;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
80,38;84,09;66,67;77,73;70,45;83,33;86,25;85,71;87,5;83,33;100;88,89;D;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
92,22;100;77,78;85,73;90,91;72,22;97,5;92,86;100;100;100;100;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
94,17;100;83,33;87,35;86,36;83,33;95,42;92,86;95,83;100;100;100;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
69,29;61,36;72,22;69,95;70,45;61,11;92,92;100;95,83;66,67;88,89;88,89;D;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
93,79;90,91;100;89,29;86,36;88,89;97,5;92,86;100;100;88,89;100;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
75,3;77,27;66,67;87,63;86,36;88,89;82,08;85,71;79,17;83,33;88,89;88,89;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,97;77,27;100;93,84;95,45;88,89;92,92;85,71;95,83;100;88,89;100;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
64,6;63,64;55,56;66,54;63,64;61,11;58,33;57,14;66,67;33,33;88,89;88,89;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
75,63;81,82;61,11;75,91;81,82;66,67;86,67;92,86;83,33;83,33;88,89;77,78;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,87;93,18;72,22;87,63;86,36;88,89;95,42;100;95,83;83,33;100;88,89;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,01;90,91;77,78;94,12;95,45;94,44;97,5;92,86;100;100;88,89;88,89;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
97,73;95,45;100;79,8;81,82;77,78;100;100;100;100;100;77,78;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,84;90,91;94,44;72,85;56,82;88,89;93,33;100;91,67;83,33;88,89;88,89;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
90,23;95,45;83,33;80,08;81,82;83,33;90,83;92,86;91,67;83,33;88,89;66,67;D;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,95;90,91;83,33;85,73;90,91;72,22;97,92;100;95,83;100;88,89;100;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
;;;71,69;77,27;61,11;;;;;;77,78;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
95,45;90,91;100;91,52;86,36;100;97,92;100;95,83;100;100;88,89;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,39;95,45;66,67;84,87;88,64;77,78;97,92;100;95,83;100;88,89;88,89;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,75;77,27;88,89;84,75;77,27;88,89;91,25;92,86;87,5;100;100;100;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
96,11;100;88,89;91,52;86,36;100;97,5;100;100;83,33;100;88,89;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,46;86,36;72,22;88,23;90,91;88,89;93,33;100;91,67;83,33;100;77,78;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
96,11;100;88,89;84,34;90,91;77,78;97,5;92,86;100;100;100;77,78;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,62;90,91;83,33;82,27;79,55;83,33;95,42;92,86;95,83;100;100;88,89;H;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
77,05;84,09;66,67;82,93;88,64;72,22;84,17;92,86;83,33;66,67;77,78;88,89;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
57,05;59,09;50;60,38;59,09;50;57,5;85,71;50;16,67;66,67;88,89;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,57;90,91;88,89;92,17;95,45;88,89;100;100;100;100;100;88,89;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
95,78;95,45;94,44;87,35;86,36;83,33;90,83;100;91,67;66,67;100;100;D;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,01;90,91;77,78;83,41;81,82;83,33;92,92;85,71;95,83;100;88,89;88,89;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
95,45;90,91;100;89,09;93,18;83,33;97,92;100;95,83;100;100;88,89;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,24;81,82;66,67;81,46;81,82;77,78;88,75;85,71;87,5;100;100;88,89;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,24;81,82;66,67;81,79;86,36;72,22;95,42;100;95,83;83,33;100;88,89;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
94,17;100;83,33;85,73;90,91;72,22;95;100;100;66,67;100;100;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
80,51;95,45;55,56;67,75;72,73;61,11;91,25;100;87,5;83,33;88,89;66,67;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,01;90,91;77,78;81,46;81,82;77,78;97,92;100;95,83;100;88,89;88,89;D;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,08;77,27;88,89;79,47;77,27;83,33;89,17;100;83,33;83,33;88,89;77,78;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,84;90,91;61,11;;;;90,83;100;91,67;66,67;100;;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,62;90,91;83,33;80,45;90,91;66,67;88,75;85,71;87,5;100;100;77,78;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,41;77,27;88,89;79,52;81,82;72,22;85,83;85,71;91,67;66,67;77,78;88,89;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
97,73;95,45;100;97,73;95,45;100;95,42;92,86;95,83;100;100;100;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,73;90,91;72,22;;;;100;100;100;100;100;;H;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,12;95,45;61,11;77,58;81,82;66,67;88,75;92,86;87,5;83,33;100;88,89;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,89;95,45;83,33;77,53;77,27;77,78;90,42;92,86;95,83;66,67;100;77,78;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,68;90,91;77,78;85,35;81,82;88,89;97,5;100;100;83,33;100;88,89;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,95;90,91;83,33;88,01;95,45;72,22;90;92,86;100;50;88,89;100;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,19;77,27;77,78;83,46;86,36;72,22;87,92;85,71;95,83;66,67;88,89;100;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,85;86,36;66,67;76,24;86,36;61,11;97,5;100;100;83,33;88,89;77,78;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
96,11;100;88,89;91,89;95,45;83,33;100;100;100;100;100;100;D;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,6;88,64;72,22;79,19;77,27;77,78;90,83;85,71;91,67;100;100;88,89;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,46;81,82;77,78;81,74;81,82;83,33;100;100;100;100;88,89;77,78;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
80,05;79,55;72,22;63,74;61,36;61,11;88,33;92,86;91,67;66,67;100;77,78;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
73,08;77,27;55,56;77,58;81,82;66,67;78,75;92,86;87,5;16,67;100;88,89;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,39;95,45;66,67;81,52;86,36;66,67;92,5;92,86;100;66,67;88,89;100;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
72,35;86,36;50;76,19;81,82;72,22;82,5;78,57;100;33,33;77,78;66,67;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,52;86,36;66,67;85,73;90,91;72,22;86,25;92,86;87,5;66,67;100;100;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,07;90,91;72,22;95,45;90,91;100;95,42;92,86;95,83;100;88,89;100;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,29;86,36;88,89;95,78;95,45;94,44;100;100;100;100;100;100;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,89;95,45;83,33;81,52;86,36;66,67;86,67;92,86;83,33;83,33;100;100;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
34,49;29,55;27,78;68,81;68,18;61,11;39,17;57,14;33,33;16,67;66,67;88,89;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
75,91;81,82;66,67;72,55;79,55;55,56;77,92;71,43;95,83;33,33;77,78;88,89;D;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
69,52;81,82;38,89;66,19;81,82;38,89;90,42;100;95,83;50;100;77,78;H;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
91,89;95,45;83,33;88,01;95,45;72,22;75;71,43;75;83,33;100;100;D;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
87,63;86,36;88,89;84,87;88,64;77,78;89,17;92,86;83,33;100;88,89;88,89;D;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
84,67;95,45;72,22;80,08;81,82;83,33;65,83;57,14;66,67;83,33;77,78;66,67;D;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
58,91;52,27;55,56;68,81;68,18;61,11;64,58;71,43;54,17;83,33;88,89;88,89;H;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
78,61;100;38,89;84,07;90,91;72,22;88,33;92,86;91,67;66,67;100;88,89;H;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
73,36;77,27;61,11;73,91;77,27;72,22;84,17;92,86;83,33;66,67;88,89;66,67;H;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
40,78;45,45;27,78;35,96;36,36;22,22;5;14,29;0;0;55,56;66,67;H;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
84,07;90,91;72,22;87,68;90,91;77,78;95,42;92,86;95,83;100;88,89;100;H;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
79,85;86,36;66,67;43,48;63,64;33,33;90,83;92,86;91,67;83,33;88,89;0;H;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
97,73;95,45;100;96,06;95,45;100;97,92;100;95,83;100;100;88,89;H;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
88,28;95,45;77,78;57,1;63,64;38,89;95,83;100;91,67;100;88,89;77,78;D;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
85,68;86,36;83,33;74,97;72,73;72,22;48,33;50;41,67;66,67;88,89;88,89;D;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
87,68;90,91;77,78;78,91;77,27;72,22;59,17;57,14;58,33;66,67;100;100;D;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
80,18;90,91;61,11;65,91;81,82;33,33;31,25;35,71;37,5;0;88,89;88,89;D;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
85,4;86,36;77,78;68,16;59,09;72,22;71,67;92,86;58,33;66,67;100;88,89;D;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
86,01;90,91;77,78;83,41;81,82;83,33;92,92;92,86;95,83;83,33;88,89;88,89;H;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
64,65;68,18;44,44;63,31;72,73;38,89;76,67;100;83,33;0;100;88,89;H;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
67,47;72,73;55,56;71,69;77,27;61,11;57,92;78,57;45,83;50;77,78;77,78;H;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
67,07;86,36;44,44;75,91;81,82;66,67;36,25;50;37,5;0;55,56;77,78;H;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
95,78;95,45;94,44;90,18;90,91;94,44;93,75;100;87,5;100;100;77,78;D;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
72,22;75;61,11;75,63;81,82;61,11;38,33;50;41,67;0;88,89;88,89;H;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
54,34;65,91;27,78;63,86;72,73;50;52,92;42,86;45,83;100;77,78;66,67;D;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
81,52;86,36;66,67;77,53;77,27;77,78;58,75;50;62,5;66,67;100;77,78;D;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
60,71;63,64;44,44;;;;45;28,57;50;66,67;88,89;;D;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
67,8;77,27;50;69,8;81,82;44,44;52,08;42,86;54,17;66,67;77,78;88,89;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
52,63;61,36;38,89;44,9;40,91;55,56;45,42;35,71;45,83;66,67;55,56;33,33;H;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
59,92;68,18;50;56,09;72,73;27,78;48,75;28,57;62,5;50;55,56;66,67;D;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
67,47;72,73;55,56;77,53;77,27;77,78;47,92;42,86;45,83;66,67;77,78;77,78;D;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
79,24;81,82;66,67;64,65;68,18;44,44;43,75;28,57;37,5;100;100;100;H;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
